Q2UV-5CWG-EX8A,6,413600,0.7080000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710547326482,2024-03-16 00:02:06.0000000,NULL,1232834,cedevops,2024-03-16 00:01:53.310
Q2UV-5CWG-EX8A,6,413783,0.7100000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710547629485,2024-03-16 00:07:09.0000000,NULL,1232835,cedevops,2024-03-16 00:06:56.320
Q2UV-5CWG-EX8A,6,413966,0.7200000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710547931888,2024-03-16 00:12:11.0000000,NULL,1232836,cedevops,2024-03-16 00:11:58.713
Q2UV-5CWG-EX8A,6,414079,0.7230000000,0.6200000000,0.5300000000,0.7100000000,0.7500000000,1710548116715,2024-03-16 00:15:16.0000000,NULL,1232837,cedevops,2024-03-16 00:15:03.543
Q2UV-5CWG-EX8A,6,414332,0.7090000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710548537094,2024-03-16 00:22:17.0000000,NULL,1232838,cedevops,2024-03-16 00:22:04.100
Q2UV-5CWG-EX8A,6,414514,0.7190000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710548838097,2024-03-16 00:27:18.0000000,NULL,1232839,cedevops,2024-03-16 00:27:04.960
Q2UV-5CWG-EX8A,6,414695,0.7120000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710549138701,2024-03-16 00:32:18.0000000,NULL,1232840,cedevops,2024-03-16 00:32:05.647
Q2UV-5CWG-EX8A,6,414877,0.7130000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710549439904,2024-03-16 00:37:19.0000000,NULL,1232841,cedevops,2024-03-16 00:37:06.790
Q2UV-5CWG-EX8A,6,415059,0.7100000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710549740907,2024-03-16 00:42:20.0000000,NULL,1232842,cedevops,2024-03-16 00:42:07.877
Q2UV-5CWG-EX8A,6,415241,0.7180000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710550042511,2024-03-16 00:47:22.0000000,NULL,1232843,cedevops,2024-03-16 00:47:09.283
Q2UV-5CWG-EX8A,6,415423,0.7200000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710550343314,2024-03-16 00:52:23.0000000,NULL,1232844,cedevops,2024-03-16 00:52:10.257
Q2UV-5CWG-EX8A,6,415605,0.7110000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710550644117,2024-03-16 00:57:24.0000000,NULL,1232845,cedevops,2024-03-16 00:57:11.067
Q2UV-5CWG-EX8A,6,415786,0.7190000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710550944521,2024-03-16 01:02:24.0000000,NULL,1232846,cedevops,2024-03-16 01:02:11.387
Q2UV-5CWG-EX8A,6,415967,0.7110000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710551244525,2024-03-16 01:07:24.0000000,NULL,1232847,cedevops,2024-03-16 01:07:11.363
Q2UV-5CWG-EX8A,6,416148,0.7300000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710551544728,2024-03-16 01:12:24.0000000,NULL,1232848,cedevops,2024-03-16 01:12:11.623
Q2UV-5CWG-EX8A,6,416330,0.7090000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710551845132,2024-03-16 01:17:25.0000000,NULL,1232849,cedevops,2024-03-16 01:17:12.000
Q2UV-5CWG-EX8A,6,416512,0.7110000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710552146068,2024-03-16 01:22:26.0000000,NULL,1232850,cedevops,2024-03-16 01:22:13.000
Q2UV-5CWG-EX8A,6,416693,0.7060000000,0.6200000000,0.5200000000,0.7100000000,0.7500000000,1710552446272,2024-03-16 01:27:26.0000000,NULL,1232851,cedevops,2024-03-16 01:27:13.143
