Q2UV-LA9N-7JRA,1,18942,0.8190000000,0.5000000000,0.3600000000,0.4100000000,0.4700000000,1710417657529,2024-03-14 12:00:57.0000000,NULL,1232562,cedevops,2024-03-14 12:00:59.230
Q2UV-5CWG-EX8A,6,333603,0.7120000000,0.7700000000,0.6400000000,0.5600000000,0.6100000000,1710419367715,2024-03-14 12:29:27.0000000,NULL,1232563,cedevops,2024-03-14 12:29:15.407
Q2UV-4LFJ-PJ3F,6,1663766,0.8530000000,0.9200000000,0.7300000000,0.1000000000,0.1700000000,1710421614666,2024-03-14 13:06:54.0000000,NULL,1232564,cedevops,2024-03-14 13:06:43.823
Q2UV-4LFJ-PJ3F,6,1666086,0.8090000000,0.7700000000,0.5800000000,0.1900000000,0.2500000000,1710422395300,2024-03-14 13:19:55.0000000,NULL,1232565,cedevops,2024-03-14 13:19:44.220
Q2UV-5CWG-EX8A,3,335232,0.7050000000,0.6600000000,0.5600000000,0.3700000000,0.4200000000,1710423429122,2024-03-14 13:37:09.0000000,NULL,1232566,cedevops,2024-03-14 13:36:56.803
Q2UV-5CWG-EX8A,6,335304,0.7490000000,0.8300000000,0.6400000000,0.7500000000,0.8100000000,1710423592087,2024-03-14 13:39:52.0000000,NULL,1232567,cedevops,2024-03-14 13:39:39.853
Q2UV-4LFJ-PJ3F,6,1675754,0.7270000000,0.7200000000,0.5600000000,0.1300000000,0.1700000000,1710425647272,2024-03-14 14:14:07.0000000,NULL,1232568,cedevops,2024-03-14 14:13:56.373
Q2UV-5CWG-EX8A,6,336858,0.7020000000,0.8000000000,0.6500000000,0.3100000000,0.3600000000,1710426787882,2024-03-14 14:33:07.0000000,NULL,1232569,cedevops,2024-03-14 14:32:55.597
Q2UV-LA9N-7JRA,3,19064,0.8250000000,0.7700000000,0.6700000000,0.5100000000,0.5600000000,1710429827499,2024-03-14 15:23:47.0000000,NULL,1232570,cedevops,2024-03-14 15:23:49.147
Q2UV-5CWG-EX8A,6,338357,0.7290000000,0.6300000000,0.4700000000,0.7000000000,0.7500000000,1710429912672,2024-03-14 15:25:12.0000000,NULL,1232571,cedevops,2024-03-14 15:25:00.233
Q2UV-5CWG-EX8A,6,338360,0.7370000000,0.6300000000,0.4800000000,0.7000000000,0.7500000000,1710429917705,2024-03-14 15:25:17.0000000,NULL,1232572,cedevops,2024-03-14 15:25:05.253
Q2UV-5CWG-EX8A,6,338468,0.7410000000,0.6400000000,0.4800000000,0.7000000000,0.7500000000,1710430085503,2024-03-14 15:28:05.0000000,NULL,1232573,cedevops,2024-03-14 15:27:53.120
Q2UV-5CWG-EX8A,6,338482,0.7370000000,0.6400000000,0.4700000000,0.7000000000,0.7500000000,1710430107299,2024-03-14 15:28:27.0000000,NULL,1232574,cedevops,2024-03-14 15:28:14.930
Q2UV-5CWG-EX8A,6,338552,0.7110000000,0.6300000000,0.4800000000,0.7000000000,0.7500000000,1710430222074,2024-03-14 15:30:22.0000000,NULL,1232575,cedevops,2024-03-14 15:30:09.590
Q2UV-5CWG-EX8A,6,338653,0.7120000000,0.6400000000,0.4800000000,0.7000000000,0.7500000000,1710430386707,2024-03-14 15:33:06.0000000,NULL,1232576,cedevops,2024-03-14 15:32:54.190
Q2UV-LA9N-7JRA,3,19160,0.7130000000,0.7000000000,0.6300000000,0.4100000000,0.4500000000,1710435155691,2024-03-14 16:52:35.0000000,NULL,1232577,cedevops,2024-03-14 16:52:37.407
Q2UV-5CWG-EX8A,3,340308,0.7700000000,0.7400000000,0.6300000000,0.2800000000,0.3300000000,1710439318727,2024-03-14 18:01:58.0000000,NULL,1232578,cedevops,2024-03-14 18:01:46.317
Q2UV-5CWG-EX8A,6,340722,0.7260000000,0.5800000000,0.4400000000,0.2300000000,0.2800000000,1710440087096,2024-03-14 18:14:47.0000000,NULL,1232579,cedevops,2024-03-14 18:14:34.707
Q2UV-LA9N-7JRA,3,19231,0.7720000000,0.9200000000,0.8400000000,0.6800000000,0.7200000000,1710441647487,2024-03-14 18:40:47.0000000,NULL,1232580,cedevops,2024-03-14 18:40:49.030
Q2UV-5CWG-EX8A,6,342160,0.7770000000,0.6400000000,0.4700000000,0.4500000000,0.5100000000,1710442765918,2024-03-14 18:59:25.0000000,NULL,1232581,cedevops,2024-03-14 18:59:13.577
Q2UV-LA9N-7JRA,3,20687,0.8760000000,0.8500000000,0.7800000000,0.5300000000,0.5700000000,1710442876689,2024-03-14 19:01:16.0000000,NULL,1232582,cedevops,2024-03-14 19:01:18.457
Q2UV-5CWG-EX8A,6,342791,0.7290000000,0.6400000000,0.4700000000,0.4600000000,0.5100000000,1710443923476,2024-03-14 19:18:43.0000000,NULL,1232583,cedevops,2024-03-14 19:18:30.953
Q2UV-5CWG-EX8A,3,343068,0.7450000000,0.7900000000,0.6800000000,0.2400000000,0.3000000000,1710445282719,2024-03-14 19:41:22.0000000,NULL,1232584,cedevops,2024-03-14 19:41:10.197
Q2UV-5CWG-EX8A,6,343076,0.7350000000,0.6400000000,0.4700000000,0.4500000000,0.5100000000,1710445304515,2024-03-14 19:41:44.0000000,NULL,1232585,cedevops,2024-03-14 19:41:31.970
Q2UV-5CWG-EX8A,6,343230,0.7030000000,0.6400000000,0.4700000000,0.4500000000,0.5100000000,1710445610316,2024-03-14 19:46:50.0000000,NULL,1232586,cedevops,2024-03-14 19:46:37.773
Q2UV-5CWG-EX8A,6,343265,0.7690000000,0.8600000000,0.7200000000,0.4000000000,0.4600000000,1710445714094,2024-03-14 19:48:34.0000000,NULL,1232587,cedevops,2024-03-14 19:48:21.630
Q2UV-5CWG-EX8A,6,343577,0.7350000000,0.6400000000,0.4700000000,0.4500000000,0.5100000000,1710446179125,2024-03-14 19:56:19.0000000,NULL,1232588,cedevops,2024-03-14 19:56:06.607
Q2UV-5CWG-EX8A,6,343838,0.7410000000,0.6400000000,0.4700000000,0.4500000000,0.5100000000,1710446588307,2024-03-14 20:03:08.0000000,NULL,1232589,cedevops,2024-03-14 20:02:55.863
Q2UV-5CWG-EX8A,6,344019,0.7320000000,0.6400000000,0.4700000000,0.4500000000,0.5100000000,1710446897108,2024-03-14 20:08:17.0000000,NULL,1232590,cedevops,2024-03-14 20:08:04.647
Q2UV-5CWG-EX8A,6,344510,0.7290000000,0.7600000000,0.5700000000,0.4300000000,0.4900000000,1710449395312,2024-03-14 20:49:55.0000000,NULL,1232591,cedevops,2024-03-14 20:49:42.890
Q2UV-4LFJ-PJ3F,6,1740091,0.7820000000,0.3500000000,0.2500000000,0.4700000000,0.5000000000,1710450602296,2024-03-14 21:10:02.0000000,NULL,1232592,cedevops,2024-03-14 21:09:51.223
Q2UV-4LFJ-PJ3F,6,1740621,0.8320000000,0.7100000000,0.5800000000,0.3400000000,0.4000000000,1710451715726,2024-03-14 21:28:35.0000000,NULL,1232593,cedevops,2024-03-14 21:28:24.513
Q2UV-LA9N-7JRA,3,20890,0.8110000000,0.5800000000,0.5300000000,0.2200000000,0.2600000000,1710451816906,2024-03-14 21:30:16.0000000,NULL,1232594,cedevops,2024-03-14 21:30:18.517
Q2UV-5CWG-EX8A,6,344791,0.7120000000,0.7900000000,0.6500000000,0.4800000000,0.5400000000,1710452087070,2024-03-14 21:34:47.0000000,NULL,1232595,cedevops,2024-03-14 21:34:34.600
Q2UV-LA9N-7JRA,3,20927,0.7030000000,0.7800000000,0.7000000000,0.7000000000,0.7500000000,1710454089679,2024-03-14 22:08:09.0000000,NULL,1232596,cedevops,2024-03-14 22:08:11.300
Q2UV-5CWG-EX8A,6,346327,0.7030000000,0.6400000000,0.4700000000,0.4600000000,0.5100000000,1710457572491,2024-03-14 23:06:12.0000000,NULL,1232597,cedevops,2024-03-14 23:05:59.983
Q2UV-5CWG-EX8A,6,346874,0.7030000000,0.6400000000,0.4700000000,0.4500000000,0.5100000000,1710458017929,2024-03-14 23:13:37.0000000,NULL,1232598,cedevops,2024-03-14 23:13:25.347
Q2UV-5CWG-EX8A,6,346977,0.7100000000,0.6300000000,0.4700000000,0.4500000000,0.5100000000,1710458099112,2024-03-14 23:14:59.0000000,NULL,1232599,cedevops,2024-03-14 23:14:46.657
Q2UV-5CWG-EX8A,6,347021,0.7060000000,0.6300000000,0.4700000000,0.4600000000,0.5100000000,1710458130705,2024-03-14 23:15:30.0000000,NULL,1232600,cedevops,2024-03-14 23:15:18.117
Q2UV-5CWG-EX8A,6,347094,0.7120000000,0.6400000000,0.4700000000,0.4600000000,0.5100000000,1710458188693,2024-03-14 23:16:28.0000000,NULL,1232601,cedevops,2024-03-14 23:16:16.173
Q2UV-5CWG-EX8A,6,347355,0.7080000000,0.6400000000,0.4700000000,0.4500000000,0.5100000000,1710458441106,2024-03-14 23:20:41.0000000,NULL,1232602,cedevops,2024-03-14 23:20:28.590
Q2UV-5CWG-EX8A,6,347646,0.7010000000,0.6400000000,0.4700000000,0.4500000000,0.5100000000,1710458803495,2024-03-14 23:26:43.0000000,NULL,1232603,cedevops,2024-03-14 23:26:30.900
Q2UV-5CWG-EX8A,6,347652,0.7020000000,0.6300000000,0.4700000000,0.4500000000,0.5100000000,1710458806895,2024-03-14 23:26:46.0000000,NULL,1232604,cedevops,2024-03-14 23:26:34.213
Q2UV-5CWG-EX8A,6,347889,0.7460000000,0.6300000000,0.4700000000,0.7000000000,0.7500000000,1710459086901,2024-03-14 23:31:26.0000000,NULL,1232605,cedevops,2024-03-14 23:31:14.323
Q2UV-5CWG-EX8A,6,347894,0.7120000000,0.6300000000,0.4800000000,0.7000000000,0.7500000000,1710459091700,2024-03-14 23:31:31.0000000,NULL,1232606,cedevops,2024-03-14 23:31:19.187
Q2UV-5CWG-EX8A,6,347906,0.7370000000,0.6300000000,0.4700000000,0.7100000000,0.7500000000,1710459104897,2024-03-14 23:31:44.0000000,NULL,1232607,cedevops,2024-03-14 23:31:32.423
Q2UV-5CWG-EX8A,6,348387,0.7160000000,0.6300000000,0.4800000000,0.7000000000,0.7500000000,1710459416531,2024-03-14 23:36:56.0000000,NULL,1232608,cedevops,2024-03-14 23:36:44.070
Q2UV-5CWG-EX8A,6,348441,0.7100000000,0.6400000000,0.4700000000,0.4500000000,0.5000000000,1710459459689,2024-03-14 23:37:39.0000000,NULL,1232609,cedevops,2024-03-14 23:37:27.267
Q2UV-5CWG-EX8A,6,348752,0.7260000000,0.6300000000,0.4800000000,0.7000000000,0.7500000000,1710459716900,2024-03-14 23:41:56.0000000,NULL,1232610,cedevops,2024-03-14 23:41:44.293
Q2UV-5CWG-EX8A,6,348903,0.7070000000,0.6400000000,0.4700000000,0.4600000000,0.5100000000,1710459842874,2024-03-14 23:44:02.0000000,NULL,1232611,cedevops,2024-03-14 23:43:50.220
Q2UV-LA9N-7JRA,6,20947,0.7060000000,0.5500000000,0.4000000000,0.5000000000,0.5600000000,1710460215670,2024-03-14 23:50:15.0000000,NULL,1232612,cedevops,2024-03-14 23:50:17.200
Q2UV-5CWG-EX8A,6,349430,0.7180000000,0.6300000000,0.4800000000,0.7000000000,0.7500000000,1710460318272,2024-03-14 23:51:58.0000000,NULL,1232613,cedevops,2024-03-14 23:51:45.643
Q2UV-LA9N-7JRA,1,20956,0.7190000000,0.6400000000,0.4500000000,0.1900000000,0.2500000000,1710460381701,2024-03-14 23:53:01.0000000,NULL,1232614,cedevops,2024-03-14 23:53:03.297
Q2UV-LA9N-7JRA,1,20970,0.7860000000,0.5300000000,0.4100000000,0.4900000000,0.5400000000,1710460756489,2024-03-14 23:59:16.0000000,NULL,1232615,cedevops,2024-03-14 23:59:18.230
